"","STUDENT__C","ID","ISDELETED","NAME","CREATEDDATE","CREATEDBYID","LASTMODIFIEDDATE","LASTMODIFIEDBYID","SYSTEMMODSTAMP","LASTACTIVITYDATE","LASTVIEWEDDATE","LASTREFERENCEDDATE","SCHOOL__C","ACTUAL_END_DATE__C","STARTINGGRADE__C","ENDINGGRADE__C","LIVING_ON_CAMPUS__C","DATE_LAST_VERIFIED__C","HIGHEST_SAT_SCORE__C","SOURCE__C","NOTES__C","PURSUING_DEGREE_TYPE__C","START_DATE__C","STATUS__C","TRANSFER_REASON__C","TYPE__C","MAJOR_AREA__C","STUDENT_HS_COHORT__C","NUMBER_OF_MARKING_PERIODS__C","ANTICIPATED_GRADUATION__C","FINAL_GPA__C","GRAD_YEAR__C","MAJOR__C","COLLEGE_MAJOR_DECLARED__C","OTHER_MAJOR__C","NSC_VERIFIED__C","DUAL_ENROLLMENT__C","CLASS_RANK_PERCENTILE__C","Enrollment.SCHOOL__C","School.Name","Type","ADJUSTED_6_YEAR_GRADUATION_RATE__C","COMPETITIVENESS_RANKING__C","COMPETITIVENESS_INDEX__C","student_id","local_student_id"
"50","00380000010UhmoAAC","a08C000000U5fA0IAJ",FALSE,NA,"2014-05-01T16:20:55.000Z","005C0000003sZiUIAU","2014-08-11T23:07:08.000Z","005C0000006wSJzIAM","2014-08-11T23:07:08.000Z","","","","0018000000Y9oW4AAJ","",NA,NA,FALSE,"8/11/2014",0,"Salesforce","","Associate's (2 year)","9/1/2014","Did Not Enroll","","College","",2014,2,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,"0018000000Y9oW4AAJ","East Los Angeles College","Public 2 yr",30.3,"2 year (Noncompetiti",0,2270,2013395
"51","00380000010UhmpAAC","a0880000008xTXeAAM",FALSE,NA,"2010-08-25T18:12:14.000Z","00580000003U34WAAS","2012-12-19T15:38:37.000Z","005C0000003CMzbIAG","2012-12-19T15:38:37.000Z","","","","0018000000juv5cAAA","6/30/2010",5,NA,FALSE,"",0,"Salesforce","","Certificate","9/1/2006","Graduated","","Middle School","",2014,0,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,2328,2013165
"52","00380000010UhmpAAC","a08C000000U5fFjIAJ",FALSE,NA,"2014-05-01T16:33:27.000Z","005C0000003sZiUIAU","2014-12-17T00:50:37.000Z","005C0000006wSJzIAM","2014-12-17T00:50:37.000Z","","","","0018000000Y9oLjAAJ","",NA,NA,FALSE,"5/1/2014",0,"Salesforce","","Bachelor's (4-year)","5/1/2014","Did Not Enroll","","College","",2014,2,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,"0018000000Y9oLjAAJ","California State University-Dominguez Hills","Public 4 yr",29.4,"Less Competitive",-2.22,2328,2013165
"53","00380000010UhmpAAC","a0880000008yfwFAAQ",FALSE,NA,"2010-09-14T20:30:42.000Z","00580000003U34WAAS","2014-08-06T23:43:11.000Z","005C0000004gIFSIA2","2014-08-06T23:43:11.000Z","","","","0018000000kxhm2AAA","6/30/2014",9,NA,FALSE,"8/6/2014",0,"Salesforce","","High School Diploma","9/1/2010","Graduated","","High School","",2014,2,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,2328,2013165
"54","00380000010UhmpAAC","a08C000000VgrKcIAJ",FALSE,NA,"2014-08-06T23:44:02.000Z","005C0000004gIFSIA2","2014-11-07T18:42:42.000Z","005C0000006wSJzIAM","2014-11-07T18:42:42.000Z","","","","0018000000Y9p1qAAB","",NA,NA,FALSE,"11/7/2014",0,"Salesforce","","Associate's (2 year)","8/6/2014","Attending","","College","",2014,2,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,"0018000000Y9p1qAAB","Pasadena City College","Public 2 yr",38.8,"2 year (Noncompetiti",0,2328,2013165
"55","00380000010UhmqAAC","a08C000000B0iMTIAZ",FALSE,NA,"2011-08-25T21:44:19.000Z","005C0000003sZiUIAU","2012-12-19T15:56:01.000Z","005C0000003CMzbIAG","2012-12-19T15:56:01.000Z","","","","0018000000kxhlxAAA","9/6/2011",NA,NA,FALSE,"",0,"Salesforce","","High School Diploma","8/30/2010","Transferred out","","High School","",2014,4,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,2277,2013368
"56","00380000010UhmqAAC","a08C000000UNMsWIAX",FALSE,NA,"2014-05-28T23:38:09.000Z","005C0000003sZiUIAU","2014-11-20T19:25:49.000Z","005C0000006wSJzIAM","2014-11-20T19:25:49.000Z","","","","0018000000Y9oUmAAJ","10/31/2014",NA,NA,FALSE,"11/20/2014",0,"Salesforce","","Bachelor's (4-year)","7/1/2014","Withdrawn","","College","",2014,2,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,"0018000000Y9oUmAAJ","DeVry University-California","Private 4 yr",31.3,"Less Competitive",0,2277,2013368
"57","00380000010UhmqAAC","a08C000000XKqgPIAT",FALSE,NA,"2014-11-20T19:26:15.000Z","005C0000006wSJzIAM","2014-12-15T18:15:54.000Z","005C0000006wSJzIAM","2014-12-15T18:15:54.000Z","","","","0018000000Y9p9eAAB","",NA,NA,FALSE,"11/20/2014",0,"Salesforce","","Associate's (2 year)","1/5/2015","Attending","","College","",2014,2,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,"0018000000Y9p9eAAB","Santa Monica College","Public 2 yr",38.4,"2 year (Noncompetiti",0,2277,2013368
"58","00380000010UhmqAAC","a0880000008xTXfAAM",FALSE,NA,"2010-08-25T18:12:14.000Z","00580000003U34WAAS","2012-12-19T15:38:37.000Z","005C0000003CMzbIAG","2012-12-19T15:38:37.000Z","","","","0018000000juv5cAAA","6/30/2010",5,NA,FALSE,"",0,"Salesforce","","Certificate","9/1/2006","Graduated","","Middle School","",2014,0,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,2277,2013368
"59","00380000010UhmqAAC","a08C000000DlUVgIAN",FALSE,NA,"2012-02-07T23:01:13.000Z","005C0000003sZiUIAU","2014-08-14T18:05:30.000Z","005C0000006wSJzIAM","2014-08-14T18:05:30.000Z","","","","0018000000kxhm2AAA","6/30/2014",NA,NA,FALSE,"8/13/2014",0,"Salesforce","","High School Diploma","9/6/2011","Graduated","","High School","",2014,2,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,2277,2013368
"60","00380000010UhmrAAC","a08C000000PV2ZWIA1",FALSE,NA,"2013-10-25T21:35:30.000Z","005C0000003sZiUIAU","2014-10-17T19:55:34.000Z","005C0000003uCviIAE","2014-10-17T19:55:34.000Z","","","","001C000000wa8Z0IAI","6/5/2014",NA,NA,FALSE,"10/25/2013",0,"Salesforce","","High School Diploma","8/13/2013","Transferred out","","High School","",2014,2,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,4067,910389
"61","00380000010UhmrAAC","a08C000000HVN0KIAX",FALSE,NA,"2013-01-23T21:31:31.000Z","005C0000003sZiUIAU","2013-10-25T21:34:22.000Z","005C0000003sZiUIAU","2013-10-25T21:34:22.000Z","","","","001C0000013Phh7IAC","6/7/2013",NA,NA,FALSE,"10/25/2013",0,"Salesforce","","High School Diploma","1/24/2012","Transferred out","","High School","",2014,2,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,4067,910389
"62","00380000010UhmrAAC","a0880000008yfwHAAQ",FALSE,NA,"2010-09-14T20:30:42.000Z","00580000003U34WAAS","2012-12-19T15:43:22.000Z","005C0000003CMzbIAG","2012-12-19T15:43:22.000Z","","","","0018000000kxhm2AAA","1/2/2012",9,NA,FALSE,"",0,"Salesforce","","High School Diploma","9/1/2010","Transferred out","","High School","",2014,2,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,4067,910389
"63","00380000010UhmrAAC","a08C000000X6LqBIAV",FALSE,NA,"2014-10-17T19:58:56.000Z","005C0000003uCviIAE","2014-10-17T19:58:57.000Z","005C0000003uCviIAE","2014-10-17T19:58:57.000Z","","","","0018000000m86OPAAY","",NA,NA,FALSE,"10/17/2014",0,"Salesforce","","High School Diploma","7/24/2014","Attending","","High School","",2014,4,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,4067,910389
"64","00380000010UhmrAAC","a0880000008xTXgAAM",FALSE,NA,"2010-08-25T18:12:14.000Z","00580000003U34WAAS","2012-12-19T15:38:37.000Z","005C0000003CMzbIAG","2012-12-19T15:38:37.000Z","","","","0018000000juv5cAAA","6/30/2010",5,NA,FALSE,"",0,"Salesforce","","Certificate","9/1/2006","Graduated","","Middle School","",2014,0,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,4067,910389
"65","00380000010UhmsAAC","a08C000000Dlj3KIAR",FALSE,NA,"2012-02-19T21:59:52.000Z","005C0000003sZiUIAU","2013-01-23T21:22:11.000Z","005C0000003sZiUIAU","2013-01-23T21:22:11.000Z","","","","001C000000wa8Z0IAI","6/30/2011",NA,NA,FALSE,"2/19/2012",0,"Salesforce","School split into separate campuses","High School Diploma","9/1/2010","Transferred out","Other","High School","",2014,2,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,2424,2013081
"66","00380000010UhmsAAC","a08C000000UdnnTIAR",FALSE,NA,"2014-06-16T20:03:20.000Z","005C0000003sZiUIAU","2014-12-17T00:05:26.000Z","005C0000006wSJzIAM","2014-12-17T00:05:26.000Z","","","","0018000000Y9of7AAB","",NA,NA,FALSE,"6/16/2014",0,"Salesforce","","Bachelor's (4-year)","6/16/2014","Did Not Enroll","","College","",2014,2,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,"0018000000Y9of7AAB","Humboldt State University","Public 4 yr",40,"Competitive",-0.48,2424,2013081
"67","00380000010UhmsAAC","a0880000008xTXhAAM",FALSE,NA,"2010-08-25T18:12:14.000Z","00580000003U34WAAS","2012-12-19T15:38:37.000Z","005C0000003CMzbIAG","2012-12-19T15:38:37.000Z","","","","0018000000juv5cAAA","6/30/2010",5,NA,FALSE,"",0,"","","Certificate","9/1/2006","Graduated","","Middle School","",2014,0,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,2424,2013081
"68","00380000010UhmsAAC","a08C000000PVLFmIAP",FALSE,NA,"2013-10-30T01:41:49.000Z","005C0000003sZiUIAU","2013-10-30T01:41:50.000Z","005C0000003sZiUIAU","2013-10-30T01:41:50.000Z","","","","001C0000013Phh6IAC","6/7/2013",NA,NA,FALSE,"1/23/2013",0,"Salesforce","School changed name","High School Diploma","9/7/2011","Transferred out","","High School","",2014,2,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,2424,2013081
"69","00380000010UhmsAAC","a08C000000PVLCUIA5",FALSE,NA,"2013-10-30T01:41:12.000Z","005C0000003sZiUIAU","2013-10-30T01:41:13.000Z","005C0000003sZiUIAU","2013-10-30T01:41:13.000Z","","","","001C0000018ojoSIAQ","6/24/2011",NA,NA,FALSE,"10/29/2013",0,"Salesforce","","High School Diploma","3/18/2011","Transferred out","","High School","",2014,0,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,2424,2013081
"70","00380000010UhmsAAC","a08C000000VjBLOIA3",FALSE,NA,"2014-08-18T23:11:49.000Z","005C0000006wSJzIAM","2015-03-06T17:58:20.000Z","005C0000006wSJzIAM","2015-03-06T17:58:20.000Z","","","","0018000000Y9oW4AAJ","",NA,NA,FALSE,"3/5/2015",0,"Salesforce","","Associate's (2 year)","9/1/2014","Attending","","College","",2014,2,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,"0018000000Y9oW4AAJ","East Los Angeles College","Public 2 yr",30.3,"2 year (Noncompetiti",0,2424,2013081
"71","00380000010UhmsAAC","a08C000000PVLG1IAP",FALSE,NA,"2013-10-30T01:42:38.000Z","005C0000003sZiUIAU","2014-08-12T18:59:23.000Z","005C0000006wSJzIAM","2014-08-12T18:59:23.000Z","","","","001C000000wa8Z0IAI","6/30/2014",NA,NA,FALSE,"8/12/2014",0,"Salesforce","","High School Diploma","9/1/2013","Graduated","Other","High School","",2014,2,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,2424,2013081
"72","00380000010UhmtAAC","a08C000000B1TAKIA3",FALSE,NA,"2011-10-17T22:16:36.000Z","005C0000003sZiUIAU","2013-10-25T21:40:54.000Z","005C0000003sZiUIAU","2013-10-25T21:40:54.000Z","","","","001C000000vKkllIAC","6/7/2013",NA,NA,FALSE,"10/17/2011",0,"Salesforce","","High School Diploma","9/1/2010","Transferred out","","High School","",2014,2,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,2454,2013369
"73","00380000010UhmtAAC","a0880000008xTXiAAM",FALSE,NA,"2010-08-25T18:12:14.000Z","00580000003U34WAAS","2012-12-19T15:38:37.000Z","005C0000003CMzbIAG","2012-12-19T15:38:37.000Z","","","","0018000000juv5cAAA","6/30/2010",5,NA,FALSE,"",0,"","","Certificate","9/1/2006","Graduated","","Middle School","",2014,0,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,2454,2013369
"74","00380000010UhmtAAC","a08C000000U5hTYIAZ",FALSE,NA,"2014-05-01T23:49:31.000Z","005C0000003sZiUIAU","2014-08-13T22:26:10.000Z","005C0000004gIFSIA2","2014-08-13T22:26:10.000Z","","","","0018000000Y9oLjAAJ","",NA,NA,FALSE,"8/13/2014",0,"Salesforce","","Bachelor's (4-year)","8/25/2014","Attending","","College","",2014,2,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,"0018000000Y9oLjAAJ","California State University-Dominguez Hills","Public 4 yr",29.4,"Less Competitive",-2.22,2454,2013369
"75","00380000010UhmtAAC","a08C000000PVLG2IAP",FALSE,NA,"2013-10-30T01:44:38.000Z","005C0000003sZiUIAU","2014-08-13T22:26:29.000Z","005C0000004gIFSIA2","2014-08-13T22:26:29.000Z","","","","001C0000018ojoSIAQ","6/30/2014",NA,NA,FALSE,"8/13/2014",0,"Salesforce","","High School Diploma","9/1/2013","Graduated","","High School","",2014,0,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,2454,2013369
"76","00380000010UhmuAAC","a08C000000U7PHtIAN",FALSE,NA,"2014-05-09T16:46:36.000Z","005C0000003sZiUIAU","2014-05-09T16:46:36.000Z","005C0000003sZiUIAU","2014-05-09T16:46:36.000Z","","","","0018000000Y9pTvAAJ","",NA,NA,FALSE,"5/9/2014",0,"Salesforce","","","5/9/2014","Matriculated","","College","",2014,2,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,"0018000000Y9pTvAAJ","Westwood College-Los Angeles","Private 4 yr",22.5,"Noncompetitive",0,2448,2013101
"77","00380000010UhmuAAC","a0880000008xTXjAAM",FALSE,NA,"2010-08-25T18:12:14.000Z","00580000003U34WAAS","2012-12-19T15:38:37.000Z","005C0000003CMzbIAG","2012-12-19T15:38:37.000Z","","","","0018000000juv5cAAA","6/30/2010",5,NA,FALSE,"",0,"","","Certificate","9/1/2006","Graduated","","Middle School","",2014,0,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,2448,2013101
"78","00380000010UhmuAAC","a0880000008yfwKAAQ",FALSE,NA,"2010-09-14T20:30:42.000Z","00580000003U34WAAS","2014-09-08T23:09:26.000Z","005C0000003teDhIAI","2014-09-08T23:09:26.000Z","","","","0018000000kxhmWAAQ","6/30/2014",9,NA,FALSE,"9/8/2014",0,"","","High School Diploma","9/1/2010","Graduated","","High School","",2014,2,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,2448,2013101
"79","00380000010UhmvAAC","a0880000008xTXkAAM",FALSE,NA,"2010-08-25T18:12:14.000Z","00580000003U34WAAS","2012-12-19T15:38:37.000Z","005C0000003CMzbIAG","2012-12-19T15:38:37.000Z","","","","0018000000juv5cAAA","6/30/2010",5,NA,FALSE,"",0,"","","Certificate","9/1/2006","Graduated","","Middle School","",2014,0,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,2613,2013181
"80","00380000010UhmvAAC","a0880000008yfwLAAQ",FALSE,NA,"2010-09-14T20:30:42.000Z","00580000003U34WAAS","2013-02-28T23:26:46.000Z","005C0000003CMzbIAG","2013-02-28T23:26:46.000Z","","","","0018000000kxhm2AAA","8/6/2012",9,NA,FALSE,"",0,"Salesforce","","High School Diploma","9/1/2010","Transferred out","","High School","",2014,2,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,2613,2013181
"81","00380000010UhmvAAC","a08C000000U61IRIAZ",FALSE,NA,"2014-05-05T06:08:03.000Z","005C0000003sZiUIAU","2015-01-07T17:57:50.000Z","005C0000006wSJzIAM","2015-01-07T17:57:50.000Z","","","","0018000000Y9oLoAAJ","",NA,NA,FALSE,"1/6/2015",0,"Salesforce","","Bachelor's (4-year)","9/1/2014","Attending","","College","",2014,3,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,"0018000000Y9oLoAAJ","California State University-Los Angeles","Public 4 yr",35.7,"Competitive",-1.83,2613,2013181
"82","00380000010UhmvAAC","a08C000000HWbJNIA1",FALSE,NA,"2013-02-28T22:31:36.000Z","005C0000003sZiUIAU","2013-02-28T23:26:46.000Z","005C0000003CMzbIAG","2013-02-28T23:26:46.000Z","","","","0018000000kxhlvAAA","1/7/2013",NA,NA,FALSE,"2/28/2013",0,"Salesforce","","High School Diploma","8/14/2012","Transferred out","","High School","",2014,2,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,2613,2013181
"83","00380000010UhmvAAC","a08C000000HWbJSIA1",FALSE,NA,"2013-02-28T22:32:23.000Z","005C0000003sZiUIAU","2014-07-16T17:12:18.000Z","005C0000003teDhIAI","2014-07-16T17:12:18.000Z","","","","0018000000kxhm2AAA","6/30/2014",NA,NA,FALSE,"7/16/2014",0,"Salesforce","","High School Diploma","1/8/2013","Graduated","","High School","",2014,2,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,2613,2013181
"84","00380000010UhmwAAC","a08C000000X6LquIAF",FALSE,NA,"2014-10-17T20:01:04.000Z","005C0000003uCviIAE","2014-10-17T20:01:04.000Z","005C0000003uCviIAE","2014-10-17T20:01:05.000Z","","","","001C0000012X3WMIA0","",NA,NA,FALSE,"10/17/2014",0,"Salesforce","","High School Diploma","8/12/2014","Attending","","High School","",2014,2,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,2713,2013178
"85","00380000010UhmwAAC","a0880000008xTXlAAM",FALSE,NA,"2010-08-25T18:12:14.000Z","00580000003U34WAAS","2012-12-19T15:38:37.000Z","005C0000003CMzbIAG","2012-12-19T15:38:37.000Z","","","","0018000000juv5cAAA","6/30/2010",5,NA,FALSE,"",0,"Salesforce","","Certificate","9/1/2006","Graduated","","Middle School","",2014,0,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,2713,2013178
"86","00380000010UhmwAAC","a0880000008zic3AAA",FALSE,NA,"2010-09-29T22:05:36.000Z","00580000003U38wAAC","2013-04-11T23:43:51.000Z","005C0000003CMzbIAG","2013-04-11T23:43:51.000Z","","","","0018000000kxhm8AAA","3/19/2013",NA,NA,FALSE,"",0,"Salesforce","","High School Diploma","9/1/2010","Transferred out","","High School","",2014,0,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,2713,2013178
"87","00380000010UhmwAAC","a08C000000LDMYIIA5",FALSE,NA,"2013-04-11T23:00:51.000Z","005C0000003sZiUIAU","2015-03-03T19:07:10.000Z","005C0000003uCviIAE","2015-03-03T19:07:10.000Z","","","","0018000000kxnt8AAA","6/30/2014",NA,NA,FALSE,"4/11/2013",0,"Salesforce","","High School Diploma","3/21/2013","Transferred out","","High School","",2014,1,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,2713,2013178
"88","00380000010UhmxAAC","a08C000000U7PH5IAN",FALSE,NA,"2014-05-09T16:43:32.000Z","005C0000003sZiUIAU","2014-08-11T21:19:32.000Z","005C0000006wSJzIAM","2014-08-11T21:19:32.000Z","","","","0018000000Y9oLoAAJ","",NA,NA,FALSE,"8/11/2014",1120,"Salesforce","","Bachelor's (4-year)","9/1/2014","Attending","","College","",2014,3,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,"0018000000Y9oLoAAJ","California State University-Los Angeles","Public 4 yr",35.7,"Competitive",-1.83,2450,2013370
"89","00380000010UhmxAAC","a0880000008zQWeAAM",FALSE,NA,"2010-09-26T06:44:57.000Z","00580000003U38wAAC","2014-08-11T21:19:10.000Z","005C0000006wSJzIAM","2014-08-11T21:19:10.000Z","","","","0018000000kxhmWAAQ","6/30/2014",NA,NA,FALSE,"",1120,"Salesforce","","High School Diploma","9/26/2010","Graduated","","High School","",2014,2,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,2450,2013370
"90","00380000010UhmxAAC","a0880000008xTXmAAM",FALSE,NA,"2010-08-25T18:12:14.000Z","00580000003U34WAAS","2012-12-19T15:38:37.000Z","005C0000003CMzbIAG","2012-12-19T15:38:37.000Z","","","","0018000000juv5cAAA","6/30/2010",5,NA,FALSE,"",1120,"Salesforce","","Certificate","9/1/2006","Graduated","","Middle School","",2014,0,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,2450,2013370
"91","00380000010UhmyAAC","a0880000008yfwOAAQ",FALSE,NA,"2010-09-14T20:30:42.000Z","00580000003U34WAAS","2014-08-05T20:23:09.000Z","005C0000004gIFSIA2","2014-08-05T20:23:09.000Z","","","","0018000000kxi35AAA","6/1/2014",9,NA,FALSE,"8/5/2014",0,"Salesforce","","High School Diploma","9/1/2010","Graduated","","High School","",2014,4,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,2410,2013391
"92","00380000010UhmyAAC","a08C000000U5Nc7IAF",FALSE,NA,"2014-04-30T16:50:27.000Z","005C0000003sZiUIAU","2014-08-12T00:10:23.000Z","005C0000004gIFSIA2","2014-08-12T00:10:23.000Z","","","","0018000000Y9p1qAAB","",NA,NA,FALSE,"8/11/2014",0,"Salesforce","","Associate's (2 year)","4/30/2014","Attending","","College","",2014,2,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,"0018000000Y9p1qAAB","Pasadena City College","Public 2 yr",38.8,"2 year (Noncompetiti",0,2410,2013391
"93","00380000010UhmyAAC","a0880000008xTXnAAM",FALSE,NA,"2010-08-25T18:12:14.000Z","00580000003U34WAAS","2012-12-19T15:38:37.000Z","005C0000003CMzbIAG","2012-12-19T15:38:37.000Z","","","","0018000000juv5cAAA","6/30/2010",5,NA,FALSE,"",0,"Salesforce","","Certificate","9/1/2006","Graduated","","Middle School","",2014,0,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,2410,2013391
"94","00380000010UhmzAAC","a08C000000U5fORIAZ",FALSE,NA,"2014-05-01T16:54:08.000Z","005C0000003sZiUIAU","2015-07-23T17:27:18.000Z","005C0000003uCviIAE","2015-07-23T17:27:18.000Z","","","","0018000000Y9p1qAAB","",NA,NA,FALSE,"9/8/2014",0,"Salesforce","","Associate's (2 year)","9/1/2014","Attending","","College","",2014,2,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,"0018000000Y9p1qAAB","Pasadena City College","Public 2 yr",38.8,"2 year (Noncompetiti",0,2571,2013183
"95","00380000010UhmzAAC","a0880000008yfwPAAQ",FALSE,NA,"2010-09-14T20:30:42.000Z","00580000003U34WAAS","2014-09-08T16:55:48.000Z","005C0000006wSJzIAM","2014-09-08T16:55:49.000Z","","","","0018000000kxhm2AAA","6/30/2014",9,NA,FALSE,"9/8/2014",0,"Salesforce","","High School Diploma","9/1/2010","Graduated","","High School","",2014,2,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,2571,2013183
"96","00380000010UhmzAAC","a0880000008xTXoAAM",FALSE,NA,"2010-08-25T18:12:14.000Z","00580000003U34WAAS","2012-12-19T15:38:37.000Z","005C0000003CMzbIAG","2012-12-19T15:38:37.000Z","","","","0018000000juv5cAAA","6/30/2010",5,NA,FALSE,"",0,"Salesforce","","Certificate","9/1/2006","Graduated","","Middle School","",2014,0,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,2571,2013183
"97","00380000010Uhn0AAC","a08C000000UNMtUIAX",FALSE,NA,"2014-05-28T23:43:38.000Z","005C0000003sZiUIAU","2014-08-06T23:54:44.000Z","005C0000004gIFSIA2","2014-08-06T23:54:44.000Z","","","","0018000000Y9p1qAAB","",NA,NA,FALSE,"8/6/2014",0,"Salesforce","","Associate's (2 year)","5/28/2014","Attending","","College","",2014,2,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,"0018000000Y9p1qAAB","Pasadena City College","Public 2 yr",38.8,"2 year (Noncompetiti",0,2473,2013372
"98","00380000010Uhn0AAC","a08C000000B1YnmIAF",FALSE,NA,"2011-10-26T22:26:40.000Z","005C0000003sZiUIAU","2013-06-21T19:57:26.000Z","005C0000003CMzbIAG","2013-06-21T19:57:26.000Z","","","","001C000000vLapVIAS","6/14/2012",NA,NA,FALSE,"10/26/2011",0,"Salesforce","","High School Diploma","10/24/2011","Transferred out","","High School","",2014,2,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,2473,2013372
"99","00380000010Uhn0AAC","a0880000008yfwQAAQ",FALSE,NA,"2010-09-14T20:30:42.000Z","00580000003U34WAAS","2013-06-21T19:57:27.000Z","005C0000003CMzbIAG","2013-06-21T19:57:27.000Z","","","","0018000000kxhm2AAA","10/20/2011",9,NA,FALSE,"",0,"Salesforce","","High School Diploma","8/30/2010","Transferred out","","High School","",2014,2,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,2473,2013372
"100","00380000010Uhn0AAC","a08C000000N1jBiIAJ",FALSE,NA,"2013-06-21T19:07:52.000Z","005C0000003sZiUIAU","2014-08-06T23:54:28.000Z","005C0000004gIFSIA2","2014-08-06T23:54:28.000Z","","","","0018000000kxhm2AAA","6/30/2014",NA,NA,FALSE,"8/6/2014",0,"Salesforce","","High School Diploma","8/13/2012","Graduated","","High School","",2014,2,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,2473,2013372
"101","00380000010Uhn0AAC","a0880000008xTXpAAM",FALSE,NA,"2010-08-25T18:12:14.000Z","00580000003U34WAAS","2012-12-19T15:38:37.000Z","005C0000003CMzbIAG","2012-12-19T15:38:37.000Z","","","","0018000000juv5cAAA","6/30/2010",5,NA,FALSE,"",0,"Salesforce","","Certificate","9/1/2006","Graduated","","Middle School","",2014,0,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,2473,2013372
