caaspp_2015_ela_id,student_id,caaspp_2015_ela_testGradeLevel,caaspp_2015_ela_testTakenText,caaspp_2015_assessType,caaspp_2015_ela_testDate,caaspp_2015_ela_performanceLevel,caaspp_2015_ela_performanceLevelText,caaspp_2015_ela_scaleScore,caaspp_2015_ela_errorbandMin,caaspp_2015_ela_errorbandMax,caaspp_2015_ela_cluster1Text,caaspp_2015_ela_cluster1PerformanceLevel,caaspp_2015_ela_cluster1PerformanceLevelText,caaspp_2015_ela_cluster1ScaleScore,caaspp_2015_ela_cluster1errorbandMin,caaspp_2015_ela_cluster1errorbandMax,caaspp_2015_ela_cluster2Text,caaspp_2015_ela_cluster2PerformanceLevel,caaspp_2015_ela_cluster2PerformanceLevelText,caaspp_2015_ela_cluster2ScaleScore,caaspp_2015_ela_cluster2errorbandMin,caaspp_2015_ela_cluster2errorbandMax,caaspp_2015_ela_cluster3Text,caaspp_2015_ela_cluster3PerformanceLevel,caaspp_2015_ela_cluster3PerformanceLevelText,caaspp_2015_ela_cluster3ScaleScore,caaspp_2015_ela_cluster3errorbandMin,caaspp_2015_ela_cluster3errorbandMax,caaspp_2015_ela_cluster4Text,caaspp_2015_ela_cluster4PerformanceLevel,caaspp_2015_ela_cluster4PerformanceLevelText,caaspp_2015_ela_cluster4ScaleScore,caaspp_2015_ela_cluster4errorbandMin,caaspp_2015_ela_cluster4errorbandMax,caaspp_2015_assessYear,caaspp_2015_assessSubject,caaspp_2015_assessmentGuid,caaspp_2015_assessmentLocationID,caaspp_2015_assessmentLocation,caaspp_2015_assessmentLevel,caaspp_2015_ela_accomASL,caaspp_2015_ela_accomNoiseBuffer,caaspp_2015_ela_accomPrintOnDemandItems,caaspp_2015_ela_accomBraille,caaspp_2015_ela_accomClosedCaptioning,caaspp_2015_ela_accomTextToSpeech,caaspp_2015_ela_accomAbacus,caaspp_2015_ela_accomAlternateResponseOptions,caaspp_2015_ela_accomCalc,caaspp_2015_ela_accomMultiplicationTable,caaspp_2015_ela_accomPrintOnDemand,caaspp_2015_ela_accomReadAloud,caaspp_2015_ela_accomScribe,caaspp_2015_ela_accomSpeechToText,caaspp_2015_ela_accomStreamLineMode
1490,13304,7,Grade 7 ELA Summative (Final),Summative (Final),\N,2,Standard Nearly Met,2493,2465,2521,Reading,2,At/Near Standard,\N,\N,\N,Writing,1,Below Standard,\N,\N,\N,Listening,2,At/Near Standard,\N,\N,\N,Research/Inquiry,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
1340,3288,8,Grade 8 ELA Summative (Final),Summative (Final),\N,3,Standard Met,2664,2639,2689,Reading,3,Above Standard,\N,\N,\N,Writing,3,Above Standard,\N,\N,\N,Listening,3,Above Standard,\N,\N,\N,Research/Inquiry,3,Above Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
651,12033,7,Grade 7 ELA Summative (Final),Summative (Final),\N,2,Standard Nearly Met,2531,2505,2557,Reading,1,Below Standard,\N,\N,\N,Writing,2,At/Near Standard,\N,\N,\N,Listening,2,At/Near Standard,\N,\N,\N,Research/Inquiry,1,Below Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
2132,3931,8,Grade 8 ELA Summative (Final),Summative (Final),\N,2,Standard Nearly Met,2559,2532,2586,Reading,2,At/Near Standard,\N,\N,\N,Writing,2,At/Near Standard,\N,\N,\N,Listening,2,At/Near Standard,\N,\N,\N,Research/Inquiry,3,Above Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
1806,11950,7,Grade 7 ELA Summative (Final),Summative (Final),\N,4,Standard Exceeded,2745,2711,2745,Reading,3,Above Standard,\N,\N,\N,Writing,3,Above Standard,\N,\N,\N,Listening,3,Above Standard,\N,\N,\N,Research/Inquiry,3,Above Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
1944,13724,5,Grade 5 ELA Summative (Final),Summative (Final),\N,2,Standard Nearly Met,2466,2441,2491,Reading,1,Below Standard,\N,\N,\N,Writing,2,At/Near Standard,\N,\N,\N,Listening,2,At/Near Standard,\N,\N,\N,Research/Inquiry,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
1467,3526,8,Grade 8 ELA Summative (Final),Summative (Final),\N,3,Standard Met,2577,2553,2601,Reading,2,At/Near Standard,\N,\N,\N,Writing,2,At/Near Standard,\N,\N,\N,Listening,2,At/Near Standard,\N,\N,\N,Research/Inquiry,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
1357,3410,8,Grade 8 ELA Summative (Final),Summative (Final),\N,3,Standard Met,2602,2575,2629,Reading,2,At/Near Standard,\N,\N,\N,Writing,2,At/Near Standard,\N,\N,\N,Listening,2,At/Near Standard,\N,\N,\N,Research/Inquiry,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
1172,3500,8,Grade 8 ELA Summative (Final),Summative (Final),\N,3,Standard Met,2652,2624,2680,Reading,3,Above Standard,\N,\N,\N,Writing,3,Above Standard,\N,\N,\N,Listening,3,Above Standard,\N,\N,\N,Research/Inquiry,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
693,11955,7,Grade 7 ELA Summative (Final),Summative (Final),\N,2,Standard Nearly Met,2547,2524,2570,Reading,2,At/Near Standard,\N,\N,\N,Writing,2,At/Near Standard,\N,\N,\N,Listening,3,Above Standard,\N,\N,\N,Research/Inquiry,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
1882,11869,7,Grade 7 ELA Summative (Final),Summative (Final),\N,2,Standard Nearly Met,2538,2512,2564,Reading,2,At/Near Standard,\N,\N,\N,Writing,2,At/Near Standard,\N,\N,\N,Listening,2,At/Near Standard,\N,\N,\N,Research/Inquiry,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
1563,10875,5,Grade 5 ELA Summative (Final),Summative (Final),\N,2,Standard Nearly Met,2484,2458,2510,Reading,2,At/Near Standard,\N,\N,\N,Writing,2,At/Near Standard,\N,\N,\N,Listening,2,At/Near Standard,\N,\N,\N,Research/Inquiry,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
83,7016,4,Grade 4 ELA Summative (Final),Summative (Final),\N,1,Standard Not Met,2413,2388,2438,Reading,2,At/Near Standard,\N,\N,\N,Writing,1,Below Standard,\N,\N,\N,Listening,2,At/Near Standard,\N,\N,\N,Research/Inquiry,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
1430,10652,7,Grade 7 ELA Summative (Final),Summative (Final),\N,1,Standard Not Met,2388,2354,2422,Reading,9,\N,\N,\N,\N,Writing,9,\N,\N,\N,\N,Listening,9,\N,\N,\N,\N,Research/Inquiry,9,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
824,13023,7,Grade 7 ELA Summative (Final),Summative (Final),\N,3,Standard Met,2573,2547,2599,Reading,2,At/Near Standard,\N,\N,\N,Writing,2,At/Near Standard,\N,\N,\N,Listening,2,At/Near Standard,\N,\N,\N,Research/Inquiry,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
798,14637,7,Grade 7 ELA Summative (Final),Summative (Final),\N,3,Standard Met,2621,2596,2646,Reading,3,Above Standard,\N,\N,\N,Writing,3,Above Standard,\N,\N,\N,Listening,2,At/Near Standard,\N,\N,\N,Research/Inquiry,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
718,11858,6,Grade 6 ELA Summative (Final),Summative (Final),\N,1,Standard Not Met,2436,2407,2465,Reading,1,Below Standard,\N,\N,\N,Writing,1,Below Standard,\N,\N,\N,Listening,1,Below Standard,\N,\N,\N,Research/Inquiry,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
871,14544,7,Grade 7 ELA Summative (Final),Summative (Final),\N,3,Standard Met,2615,2591,2639,Reading,3,Above Standard,\N,\N,\N,Writing,2,At/Near Standard,\N,\N,\N,Listening,2,At/Near Standard,\N,\N,\N,Research/Inquiry,3,Above Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
659,11655,7,Grade 7 ELA Summative (Final),Summative (Final),\N,1,Standard Not Met,2456,2428,2484,Reading,1,Below Standard,\N,\N,\N,Writing,2,At/Near Standard,\N,\N,\N,Listening,2,At/Near Standard,\N,\N,\N,Research/Inquiry,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
839,12678,6,Grade 6 ELA Summative (Final),Summative (Final),\N,2,Standard Nearly Met,2486,2459,2513,Reading,2,At/Near Standard,\N,\N,\N,Writing,2,At/Near Standard,\N,\N,\N,Listening,2,At/Near Standard,\N,\N,\N,Research/Inquiry,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
730,14486,6,Grade 6 ELA Summative (Final),Summative (Final),\N,1,Standard Not Met,2432,2405,2459,Reading,1,Below Standard,\N,\N,\N,Writing,1,Below Standard,\N,\N,\N,Listening,2,At/Near Standard,\N,\N,\N,Research/Inquiry,1,Below Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
2245,11887,7,Grade 7 ELA Summative (Final),Summative (Final),\N,3,Standard Met,2588,2563,2613,Reading,2,At/Near Standard,\N,\N,\N,Writing,2,At/Near Standard,\N,\N,\N,Listening,2,At/Near Standard,\N,\N,\N,Research/Inquiry,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
1616,12011,7,Grade 7 ELA Summative (Final),Summative (Final),\N,2,Standard Nearly Met,2514,2486,2542,Reading,1,Below Standard,\N,\N,\N,Writing,2,At/Near Standard,\N,\N,\N,Listening,2,At/Near Standard,\N,\N,\N,Research/Inquiry,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
1319,6343,6,Grade 6 ELA Summative (Final),Summative (Final),\N,3,Standard Met,2570,2545,2595,Reading,2,At/Near Standard,\N,\N,\N,Writing,2,At/Near Standard,\N,\N,\N,Listening,2,At/Near Standard,\N,\N,\N,Research/Inquiry,3,Above Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
1137,10608,7,Grade 7 ELA Summative (Final),Summative (Final),\N,3,Standard Met,2628,2602,2654,Reading,3,Above Standard,\N,\N,\N,Writing,3,Above Standard,\N,\N,\N,Listening,2,At/Near Standard,\N,\N,\N,Research/Inquiry,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
1367,10570,7,Grade 7 ELA Summative (Final),Summative (Final),\N,3,Standard Met,2604,2575,2633,Reading,2,At/Near Standard,\N,\N,\N,Writing,2,At/Near Standard,\N,\N,\N,Listening,2,At/Near Standard,\N,\N,\N,Research/Inquiry,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
1198,11047,7,Grade 7 ELA Summative (Final),Summative (Final),\N,4,Standard Exceeded,2688,2660,2716,Reading,3,Above Standard,\N,\N,\N,Writing,3,Above Standard,\N,\N,\N,Listening,2,At/Near Standard,\N,\N,\N,Research/Inquiry,3,Above Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
1742,12891,7,Grade 7 ELA Summative (Final),Summative (Final),\N,2,Standard Nearly Met,2502,2476,2528,Reading,1,Below Standard,\N,\N,\N,Writing,2,At/Near Standard,\N,\N,\N,Listening,2,At/Near Standard,\N,\N,\N,Research/Inquiry,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
2306,12804,6,Grade 6 ELA Summative (Final),Summative (Final),\N,2,Standard Nearly Met,2491,2465,2517,Reading,2,At/Near Standard,\N,\N,\N,Writing,1,Below Standard,\N,\N,\N,Listening,1,Below Standard,\N,\N,\N,Research/Inquiry,3,Above Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
1620,12028,7,Grade 7 ELA Summative (Final),Summative (Final),\N,3,Standard Met,2575,2549,2601,Reading,2,At/Near Standard,\N,\N,\N,Writing,2,At/Near Standard,\N,\N,\N,Listening,2,At/Near Standard,\N,\N,\N,Research/Inquiry,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
582,7171,3,Grade 3 ELA Summative (Final),Summative (Final),\N,3,Standard Met,2480,2456,2504,Reading,2,At/Near Standard,\N,\N,\N,Writing,2,At/Near Standard,\N,\N,\N,Listening,2,At/Near Standard,\N,\N,\N,Research/Inquiry,3,Above Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
1576,12509,6,Grade 6 ELA Summative (Final),Summative (Final),\N,1,Standard Not Met,2347,2317,2377,Reading,9,\N,\N,\N,\N,Writing,9,\N,\N,\N,\N,Listening,9,\N,\N,\N,\N,Research/Inquiry,9,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
1208,11320,7,Grade 7 ELA Summative (Final),Summative (Final),\N,2,Standard Nearly Met,2484,2457,2511,Reading,1,Below Standard,\N,\N,\N,Writing,2,At/Near Standard,\N,\N,\N,Listening,2,At/Near Standard,\N,\N,\N,Research/Inquiry,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
895,14984,6,Grade 6 ELA Summative (Final),Summative (Final),\N,1,Standard Not Met,2440,2413,2467,Reading,1,Below Standard,\N,\N,\N,Writing,2,At/Near Standard,\N,\N,\N,Listening,1,Below Standard,\N,\N,\N,Research/Inquiry,1,Below Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
852,12739,7,Grade 7 ELA Summative (Final),Summative (Final),\N,3,Standard Met,2557,2534,2580,Reading,2,At/Near Standard,\N,\N,\N,Writing,2,At/Near Standard,\N,\N,\N,Listening,2,At/Near Standard,\N,\N,\N,Research/Inquiry,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
2225,12760,6,Grade 6 ELA Summative (Final),Summative (Final),\N,2,Standard Nearly Met,2505,2479,2531,Reading,2,At/Near Standard,\N,\N,\N,Writing,1,Below Standard,\N,\N,\N,Listening,2,At/Near Standard,\N,\N,\N,Research/Inquiry,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
1173,11403,6,Grade 6 ELA Summative (Final),Summative (Final),\N,2,Standard Nearly Met,2515,2491,2539,Reading,1,Below Standard,\N,\N,\N,Writing,2,At/Near Standard,\N,\N,\N,Listening,2,At/Near Standard,\N,\N,\N,Research/Inquiry,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
758,12705,6,Grade 6 ELA Summative (Final),Summative (Final),\N,1,Standard Not Met,2430,2404,2456,Reading,1,Below Standard,\N,\N,\N,Writing,1,Below Standard,\N,\N,\N,Listening,2,At/Near Standard,\N,\N,\N,Research/Inquiry,1,Below Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
2074,13578,7,Grade 7 ELA Summative (Final),Summative (Final),\N,3,Standard Met,2566,2540,2592,Reading,2,At/Near Standard,\N,\N,\N,Writing,2,At/Near Standard,\N,\N,\N,Listening,2,At/Near Standard,\N,\N,\N,Research/Inquiry,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
1459,12520,6,Grade 6 ELA Summative (Final),Summative (Final),\N,3,Standard Met,2589,2564,2614,Reading,2,At/Near Standard,\N,\N,\N,Writing,3,Above Standard,\N,\N,\N,Listening,2,At/Near Standard,\N,\N,\N,Research/Inquiry,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
2342,13490,7,Grade 7 ELA Summative (Final),Summative (Final),\N,2,Standard Nearly Met,2541,2515,2567,Reading,2,At/Near Standard,\N,\N,\N,Writing,2,At/Near Standard,\N,\N,\N,Listening,2,At/Near Standard,\N,\N,\N,Research/Inquiry,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
1524,14940,6,Grade 6 ELA Summative (Final),Summative (Final),\N,3,Standard Met,2553,2525,2581,Reading,2,At/Near Standard,\N,\N,\N,Writing,2,At/Near Standard,\N,\N,\N,Listening,2,At/Near Standard,\N,\N,\N,Research/Inquiry,3,Above Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
1594,6567,5,Grade 5 ELA Summative (Final),Summative (Final),\N,1,Standard Not Met,2370,2343,2397,Reading,1,Below Standard,\N,\N,\N,Writing,1,Below Standard,\N,\N,\N,Listening,2,At/Near Standard,\N,\N,\N,Research/Inquiry,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
2197,13559,6,Grade 6 ELA Summative (Final),Summative (Final),\N,3,Standard Met,2547,2520,2574,Reading,2,At/Near Standard,\N,\N,\N,Writing,2,At/Near Standard,\N,\N,\N,Listening,2,At/Near Standard,\N,\N,\N,Research/Inquiry,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
800,13410,6,Grade 6 ELA Summative (Final),Summative (Final),\N,2,Standard Nearly Met,2515,2489,2541,Reading,2,At/Near Standard,\N,\N,\N,Writing,2,At/Near Standard,\N,\N,\N,Listening,2,At/Near Standard,\N,\N,\N,Research/Inquiry,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
1844,11849,7,Grade 7 ELA Summative (Final),Summative (Final),\N,1,Standard Not Met,2457,2431,2483,Reading,1,Below Standard,\N,\N,\N,Writing,1,Below Standard,\N,\N,\N,Listening,2,At/Near Standard,\N,\N,\N,Research/Inquiry,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
1771,14986,7,Grade 7 ELA Summative (Final),Summative (Final),\N,2,Standard Nearly Met,2543,2517,2569,Reading,2,At/Near Standard,\N,\N,\N,Writing,2,At/Near Standard,\N,\N,\N,Listening,2,At/Near Standard,\N,\N,\N,Research/Inquiry,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
964,6427,6,Grade 6 ELA Summative (Final),Summative (Final),\N,4,Standard Exceeded,2627,2599,2655,Reading,2,At/Near Standard,\N,\N,\N,Writing,3,Above Standard,\N,\N,\N,Listening,3,Above Standard,\N,\N,\N,Research/Inquiry,3,Above Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
1180,6410,6,Grade 6 ELA Summative (Final),Summative (Final),\N,3,Standard Met,2578,2553,2603,Reading,2,At/Near Standard,\N,\N,\N,Writing,2,At/Near Standard,\N,\N,\N,Listening,2,At/Near Standard,\N,\N,\N,Research/Inquiry,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
962,12848,6,Grade 6 ELA Summative (Final),Summative (Final),\N,4,Standard Exceeded,2621,2596,2646,Reading,3,Above Standard,\N,\N,\N,Writing,3,Above Standard,\N,\N,\N,Listening,3,Above Standard,\N,\N,\N,Research/Inquiry,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
1640,12780,6,Grade 6 ELA Summative (Final),Summative (Final),\N,3,Standard Met,2588,2560,2616,Reading,2,At/Near Standard,\N,\N,\N,Writing,2,At/Near Standard,\N,\N,\N,Listening,3,Above Standard,\N,\N,\N,Research/Inquiry,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
808,12720,6,Grade 6 ELA Summative (Final),Summative (Final),\N,2,Standard Nearly Met,2507,2481,2533,Reading,2,At/Near Standard,\N,\N,\N,Writing,1,Below Standard,\N,\N,\N,Listening,2,At/Near Standard,\N,\N,\N,Research/Inquiry,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
717,11762,6,Grade 6 ELA Summative (Final),Summative (Final),\N,1,Standard Not Met,2308,2262,2354,Reading,1,Below Standard,\N,\N,\N,Writing,1,Below Standard,\N,\N,\N,Listening,1,Below Standard,\N,\N,\N,Research/Inquiry,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
1786,11847,6,Grade 6 ELA Summative (Final),Summative (Final),\N,1,Standard Not Met,2368,2332,2404,Reading,1,Below Standard,\N,\N,\N,Writing,1,Below Standard,\N,\N,\N,Listening,1,Below Standard,\N,\N,\N,Research/Inquiry,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
1604,10492,7,Grade 7 ELA Summative (Final),Summative (Final),\N,3,Standard Met,2647,2622,2672,Reading,2,At/Near Standard,\N,\N,\N,Writing,3,Above Standard,\N,\N,\N,Listening,3,Above Standard,\N,\N,\N,Research/Inquiry,3,Above Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
2214,13083,7,Grade 7 ELA Summative (Final),Summative (Final),\N,2,Standard Nearly Met,2484,2457,2511,Reading,2,At/Near Standard,\N,\N,\N,Writing,2,At/Near Standard,\N,\N,\N,Listening,2,At/Near Standard,\N,\N,\N,Research/Inquiry,1,Below Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
2156,3968,8,Grade 8 ELA Summative (Final),Summative (Final),\N,2,Standard Nearly Met,2563,2538,2588,Reading,2,At/Near Standard,\N,\N,\N,Writing,2,At/Near Standard,\N,\N,\N,Listening,2,At/Near Standard,\N,\N,\N,Research/Inquiry,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
2052,13043,7,Grade 7 ELA Summative (Final),Summative (Final),\N,2,Standard Nearly Met,2527,2503,2551,Reading,2,At/Near Standard,\N,\N,\N,Writing,2,At/Near Standard,\N,\N,\N,Listening,1,Below Standard,\N,\N,\N,Research/Inquiry,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
1260,11544,7,Grade 7 ELA Summative (Final),Summative (Final),\N,4,Standard Exceeded,2722,2691,2745,Reading,3,Above Standard,\N,\N,\N,Writing,3,Above Standard,\N,\N,\N,Listening,3,Above Standard,\N,\N,\N,Research/Inquiry,3,Above Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
1574,12420,6,Grade 6 ELA Summative (Final),Summative (Final),\N,4,Standard Exceeded,2711,2682,2724,Reading,3,Above Standard,\N,\N,\N,Writing,3,Above Standard,\N,\N,\N,Listening,2,At/Near Standard,\N,\N,\N,Research/Inquiry,3,Above Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
1671,12786,7,Grade 7 ELA Summative (Final),Summative (Final),\N,3,Standard Met,2600,2573,2627,Reading,2,At/Near Standard,\N,\N,\N,Writing,2,At/Near Standard,\N,\N,\N,Listening,3,Above Standard,\N,\N,\N,Research/Inquiry,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
