"year","student_id","present","excusedabsent","excusedtardy","absent","tardy","truant","inschoolsuspension","suspended"
"2012","6958","0","0","0","2","0","0","0","0"
"2013","11979","67","0","0","11","59","13","4","7"
"2014","6408","161","0","0","16","7","0","0","0"
"2012","6406","0","0","0","5","0","0","0","0"
"2015","14026","172","0","0","1","1","0","0","0"
"2016","13543","29","0","0","0","0","0","0","0"
"2013","7165","182","0","0","0","1","0","0","0"
"2015","14561","141","0","0","13","11","1","0","0"
"2016","7179","26","0","0","0","3","0","0","0"
"2015","6457","168","0","0","2","4","0","0","0"
"2013","11996","124","0","0","7","10","8","0","11"
"2014","11532","171","0","0","0","3","0","0","0"
"2015","12509","172","0","0","3","0","0","0","0"
"2016","11296","28","0","0","0","0","0","0","0"
"2015","11333","169","0","0","0","5","0","0","0"
"2013","11518","170","0","0","5","1","2","0","0"
"2016","15810","29","0","0","0","0","0","0","0"
"2016","15796","12","0","0","0","15","0","0","0"
"2016","11845","25","0","0","0","5","0","0","0"
"2016","16892","5","0","0","0","15","2","0","0"
"2016","14923","4","0","0","3","15","3","0","0"
"2015","15085","141","0","0","3","19","7","0","0"
"2016","15835","26","0","0","0","3","0","0","0"
"2014","12453","169","0","0","2","3","0","0","0"
"2013","10802","177","0","0","3","1","0","0","0"
"2014","6956","180","0","0","0","1","1","0","0"
"2014","6503","183","0","0","1","0","0","0","0"
"2015","13820","174","0","0","0","0","0","0","0"
"2015","15212","138","0","0","0","4","0","0","0"
"2015","14220","172","0","0","0","0","0","0","0"
"2015","7026","176","0","0","0","0","0","0","0"
"2016","16202","27","0","0","1","1","0","0","0"
"2012","6872","0","0","0","1","0","0","0","0"
"2016","14161","29","0","0","0","0","0","0","0"
"2014","6888","148","0","0","3","21","2","0","0"
"2016","13442","4","0","0","5","7","8","0","0"
"2014","6784","158","0","0","8","5","3","0","0"
"2016","6849","26","0","0","0","2","0","0","0"
"2014","2737","173","0","0","0","0","0","0","0"
"2016","14586","29","0","0","0","0","0","0","0"
"2014","13207","134","0","0","10","32","4","0","0"
"2014","13251","147","0","0","12","18","0","0","0"
"2015","13323","145","0","0","4","23","0","0","0"
"2012","6685","0","0","0","0","33","0","0","0"
"2012","7022","0","0","0","1","1","0","0","0"
"2013","10361","37","0","0","13","14","16","0","0"
"2016","13333","19","0","0","4","3","2","0","0"
"2012","6341","0","0","0","4","0","0","0","0"
"2014","3939","158","0","0","1","16","1","0","0"
"2013","6411","140","0","0","9","32","2","0","0"
"2014","13187","169","0","0","1","4","0","0","0"
"2016","14284","28","0","0","0","0","0","0","0"
"2016","15732","28","0","0","0","0","1","0","0"
"2014","3207","169","0","0","2","2","0","0","0"
"2014","6910","169","0","0","1","5","0","0","0"
"2015","15049","159","0","0","7","8","0","0","0"
"2014","11818","174","0","0","3","1","0","0","0"
"2015","11619","163","0","0","0","8","0","0","0"
"2016","14705","28","0","0","0","1","0","0","0"
"2014","12995","175","0","0","4","2","0","0","0"
"2016","13023","28","0","0","0","0","0","0","0"
"2014","6879","171","0","0","2","0","0","0","0"
"2012","3453","0","0","0","2","0","0","0","0"
"2013","6775","179","0","0","1","2","0","0","0"
"2015","6407","168","0","0","1","1","0","0","0"
"2015","6758","162","0","0","0","1","1","0","0"
"2015","14018","164","0","0","1","10","1","0","0"
"2016","12649","26","0","0","2","1","0","0","0"
"2016","14725","31","0","0","0","0","0","0","0"
"2014","4572","170","0","0","2","3","0","0","0"
"2013","11803","15","0","0","11","0","8","0","0"
"2013","3201","149","0","0","3","25","1","0","0"
"2014","6528","171","0","0","0","3","0","0","0"
"2014","6387","180","0","0","0","5","0","0","0"
"2016","6916","27","0","0","1","0","0","0","0"
"2015","6948","111","0","0","6","29","18","0","0"
"2016","13331","29","0","0","0","1","0","0","0"
"2015","14183","154","0","0","1","17","0","0","0"
"2015","6952","153","0","0","1","10","0","0","0"
"2014","3516","169","0","0","1","4","1","0","0"
"2014","13522","33","0","0","27","4","3","0","0"
"2014","12538","160","0","0","11","1","3","0","0"
"2016","14159","28","0","0","0","0","0","0","0"
"2014","12638","138","0","0","10","28","2","0","0"
"2015","13856","125","0","0","22","10","11","0","0"
"2015","11659","169","0","0","0","1","0","0","0"
"2014","13354","155","0","0","7","16","0","0","0"
"2016","13505","30","0","0","0","0","0","0","0"
"2015","14102","170","0","0","0","0","0","0","0"
"2015","6380","166","0","0","4","4","0","0","0"
"2016","14487","28","0","0","0","1","0","0","0"
"2015","15122","148","0","0","10","1","0","0","0"
"2015","6581","58","0","0","12","91","4","0","0"
"2016","16613","17","0","0","1","12","0","0","0"
"2016","13943","29","0","0","0","0","0","0","0"
"2013","10893","167","0","1","3","7","1","0","0"
"2014","12739","179","0","0","2","0","0","0","0"
"2015","11979","61","0","0","11","51","52","0","0"
"2013","6688","173","0","0","0","6","0","0","0"
"2015","6401","146","0","0","8","14","1","0","0"
"2016","11938","27","0","0","1","0","0","0","0"
"2016","16939","13","0","0","0","0","0","0","0"
"2016","7042","29","0","0","0","0","0","0","0"
"2014","3042","123","0","0","15","28","7","0","1"
"2015","14243","143","0","0","6","26","0","0","0"
"2014","3932","106","0","0","2","65","3","0","0"
"2015","14970","170","0","0","0","1","0","0","0"
"2015","11414","175","0","0","0","0","0","0","0"
"2015","6898","155","0","0","1","20","0","0","0"
"2016","10882","3","0","0","2","22","2","0","0"
"2013","12025","112","0","0","4","21","0","0","0"
"2015","6832","173","0","0","0","0","1","0","0"
"2014","7148","174","0","2","0","0","1","0","0"
"2014","13037","161","0","0","10","3","0","0","0"
"2013","2930","176","0","0","4","0","0","0","0"
"2016","15793","27","0","0","0","0","0","0","0"
"2015","6464","176","0","0","0","0","0","0","0"
"2016","10415","27","0","0","0","2","0","0","0"
"2013","3171","174","0","0","1","0","0","0","0"
"2014","3412","173","0","0","1","1","0","0","0"
"2014","13021","148","0","0","9","19","1","0","0"
"2016","12593","29","0","0","0","0","0","0","0"
"2016","15013","28","0","0","0","1","0","0","0"
"2016","13348","23","0","0","0","1","0","0","0"
"2015","7064","173","0","0","0","0","0","0","0"
"2016","13226","29","0","0","0","0","0","0","0"
"2015","13620","163","0","0","0","1","1","0","0"
"2016","14083","28","0","0","0","1","0","0","0"
"2016","13242","28","0","0","0","1","0","0","0"
"2014","13394","72","0","0","0","1","0","0","0"
"2014","12593","146","0","0","0","29","3","0","0"
"2013","11538","160","0","0","1","13","1","0","0"
"2016","11119","6","0","0","5","18","1","0","0"
"2014","3053","146","0","0","1","24","1","0","0"
"2012","6548","0","0","0","0","1","0","0","0"
"2015","11713","146","0","0","16","8","0","0","0"
"2016","14771","27","0","0","0","2","0","0","0"
"2014","13322","167","0","0","10","0","0","0","0"
"2015","14654","174","0","0","0","0","0","0","0"
"2015","14653","170","0","0","0","1","0","0","0"
"2016","11083","27","0","0","1","0","0","0","0"
"2015","12359","170","0","0","0","1","0","0","0"
"2016","14801","23","0","0","2","1","3","0","0"
"2015","14392","167","0","0","1","8","0","0","0"
"2015","13882","172","0","0","1","2","0","0","0"
"2014","12647","173","0","0","3","0","0","0","0"
"2013","10562","174","0","0","0","0","0","0","0"
"2015","13502","125","0","0","24","9","8","0","0"
"2016","16376","24","0","0","0","2","1","0","0"
"2013","11426","175","0","0","0","0","0","0","0"
"2013","3440","173","0","0","1","1","0","0","0"
"2014","6721","171","0","0","0","3","0","0","0"
"2016","13501","29","0","0","0","0","0","0","0"
"2016","13552","25","0","0","2","0","1","0","0"
"2012","2777","0","0","0","5","5","0","0","0"
"2013","11770","107","0","0","16","40","11","0","0"
"2014","11423","176","0","0","2","2","0","0","0"
"2013","11779","11","0","0","4","89","79","0","0"
"2014","12696","176","0","0","2","0","0","0","0"
"2016","15809","25","0","0","0","4","0","0","0"
"2016","12596","21","0","0","0","6","0","0","0"
"2013","11110","82","0","0","0","2","0","0","0"
"2014","13122","85","0","0","19","57","11","0","0"
"2016","7010","26","0","0","0","2","1","0","0"
"2013","6993","179","0","0","3","0","0","0","0"
"2014","6491","160","0","0","15","8","1","0","0"
"2016","7049","29","0","0","0","0","0","0","0"
"2012","3141","0","0","0","3","4","0","0","0"
"2015","13263","135","0","0","3","35","3","0","0"
"2015","13396","175","0","0","0","1","0","0","0"
"2016","14665","29","0","0","0","0","0","0","0"
"2014","3447","167","0","0","0","8","0","0","0"
"2015","7070","167","0","0","1","7","0","0","0"
"2012","2966","0","0","0","5","7","0","0","0"
"2014","13589","86","0","0","4","33","0","0","0"
"2016","16369","12","0","0","3","8","1","0","0"
"2014","10754","152","0","0","6","15","2","0","0"
"2015","3479","170","0","0","0","6","0","0","0"
"2015","14668","173","0","0","0","0","2","0","0"
"2016","6928","26","0","0","0","2","0","0","0"
"2016","13973","27","0","0","0","1","0","0","0"
"2016","10983","29","0","0","0","0","0","0","0"
"2013","11981","140","0","0","5","12","0","0","0"
"2016","16226","24","0","0","0","3","1","0","0"
"2016","6520","28","0","0","1","0","0","0","0"
"2015","11143","130","0","1","4","24","2","0","0"
"2016","16472","16","0","0","2","4","1","0","0"
"2014","11087","173","0","0","1","7","0","0","0"
"2012","4573","0","0","0","3","2","0","0","0"
"2015","14511","135","0","0","10","25","1","0","0"
"2016","12696","29","0","0","0","0","0","0","0"
"2015","6429","149","0","0","1","9","0","0","0"
"2014","6566","179","0","0","1","2","0","0","0"
"2015","12447","141","0","0","8","16","0","0","0"
"2016","15626","29","0","0","0","0","0","0","0"
"2013","10564","138","0","0","23","6","7","0","0"
"2016","14686","27","0","0","0","0","0","0","0"
"2014","3195","159","0","0","9","7","0","0","0"
"2016","14276","30","0","0","0","0","0","0","0"
"2014","6454","159","0","0","2","10","3","0","0"
"2014","11880","130","0","0","0","45","0","0","0"
"2015","14292","167","0","0","1","0","0","0","0"
"2016","11025","29","0","0","0","0","0","0","0"
"2014","10208","171","0","0","0","3","0","0","0"
"2015","13877","164","0","0","2","0","0","0","0"
"2015","6844","164","0","0","1","3","0","0","0"
"2016","16340","27","0","0","0","2","0","0","0"
"2016","6701","28","0","0","0","1","0","0","0"
"2012","3962","0","0","0","0","18","0","0","0"
"2016","11151","29","0","0","0","0","0","0","0"
"2016","13177","19","0","0","0","11","0","0","0"
"2012","2618","0","0","0","2","2","0","0","0"
"2014","13102","148","0","0","4","20","1","0","0"
"2016","16510","24","0","0","1","4","0","0","0"
"2015","13809","171","0","0","1","1","0","0","0"
"2015","6354","166","0","0","2","4","0","0","0"
"2012","2521","0","0","0","2","2","0","0","0"
"2012","7019","0","0","0","6","3","0","0","0"
"2013","10903","152","0","1","5","21","1","0","0"
"2015","14753","159","0","0","3","13","0","0","0"
"2014","10198","149","0","0","6","25","1","0","0"
"2016","11939","23","0","0","3","2","1","0","0"
"2014","13350","173","0","0","4","1","0","0","0"
"2014","6420","167","0","2","4","7","0","0","0"
"2014","7090","178","0","0","6","0","0","0","0"
"2016","16180","27","0","0","2","0","0","0","0"
"2014","7061","158","0","1","7","14","4","0","0"
"2015","11186","126","0","0","7","29","7","0","0"
"2015","6881","171","0","0","0","2","0","0","0"
"2013","3041","170","0","0","4","0","0","0","0"
"2015","6483","172","0","0","0","3","0","0","0"
"2016","14277","28","0","0","0","0","1","0","0"
"2015","11006","147","0","0","0","3","0","0","0"
"2015","11407","20","0","0","0","21","1","0","0"
"2016","14924","29","0","0","0","0","0","0","0"
"2014","6453","173","0","0","5","0","1","0","0"
"2015","11540","172","0","0","0","2","0","0","0"
"2016","6345","22","0","0","0","7","0","0","0"
"2013","10663","164","0","0","4","7","0","0","0"
"2016","12926","29","0","0","0","0","0","0","0"
"2014","13188","182","0","0","2","0","0","0","0"
"2016","6473","29","0","0","0","0","0","0","0"
"2012","7050","0","0","0","0","1","0","0","0"
"2013","6385","172","0","0","2","4","0","0","0"
"2016","13206","27","0","0","1","0","1","0","0"
"2014","10741","175","0","0","0","0","0","0","0"
"2016","10376","26","0","0","0","2","0","0","0"
"2012","2737","0","0","0","4","4","0","0","0"
"2016","11092","25","0","0","2","0","0","0","0"
"2013","3136","160","0","0","3","11","4","0","0"
"2013","11685","169","0","0","2","5","3","0","0"
"2015","13233","170","0","0","0","5","0","0","0"
"2015","13772","156","0","0","7","0","0","0","0"
"2016","12912","26","0","0","0","0","0","0","0"
"2015","12690","77","0","0","2","18","3","0","0"
"2015","13194","172","0","0","1","1","0","0","0"
"2013","11309","163","0","0","5","7","0","0","0"
"2014","13399","172","0","0","3","0","0","0","0"
"2016","10619","27","0","0","1","1","0","0","0"
"2015","6531","164","0","0","1","2","0","0","0"
"2016","6787","27","0","0","0","0","0","0","0"
"2013","6956","148","0","0","1","27","5","0","0"
"2015","6697","167","0","0","1","0","0","0","0"
"2016","16517","28","0","0","0","1","0","0","0"
"2015","6349","174","0","0","0","0","0","0","0"
"2015","13694","171","0","0","0","4","2","0","0"
"2015","7180","164","0","0","0","9","0","0","0"
"2016","15607","30","0","0","0","0","0","0","0"
"2016","7190","29","0","0","0","0","0","0","0"
"2015","11536","120","0","0","3","43","2","0","0"
"2016","11732","24","0","0","0","6","0","0","0"
"2013","6517","180","0","0","2","0","0","0","0"
"2016","16459","28","0","0","0","1","0","0","0"
"2014","12968","174","0","0","6","0","0","0","0"
"2015","13280","150","0","0","12","5","0","0","0"
"2012","6729","0","0","0","0","1","0","0","0"
"2013","2470","167","0","0","6","0","0","0","2"
"2014","3161","122","0","0","5","47","0","0","1"
"2014","3437","173","0","0","2","0","0","0","0"
"2016","15315","28","0","0","1","0","0","0","0"
"2013","10952","158","0","0","2","13","0","0","0"
"2016","11318","28","0","0","0","0","0","0","0"
"2014","7033","182","0","0","1","1","0","0","0"
"2012","2360","0","0","0","3","3","0","0","0"
"2015","14728","159","0","0","1","1","0","0","0"
"2015","6393","174","0","0","0","0","0","0","0"
"2014","12955","155","0","0","3","19","2","0","0"
"2014","12991","85","0","0","2","0","0","0","0"
"2012","2423","0","0","0","0","1","0","0","0"
"2014","13561","77","0","0","2","60","7","0","0"
"2015","14117","170","0","0","5","2","0","0","0"
"2012","6549","0","0","0","18","0","0","0","0"
"2016","14044","29","0","0","0","0","0","0","0"
"2016","16627","18","0","0","1","5","0","0","0"
"2015","13216","167","0","0","3","5","0","0","0"
"2016","12842","14","0","0","0","13","0","0","0"
"2014","12580","153","0","0","6","7","1","0","0"
"2013","11619","166","0","0","1","11","4","0","0"
"2015","13956","80","0","0","3","85","5","0","0"
"2014","3459","151","0","0","3","18","1","0","0"
"2016","6448","28","0","0","0","0","0","0","0"
"2016","10429","29","0","0","0","0","0","0","0"
"2016","12836","28","0","0","0","0","0","0","0"
"2014","6436","162","0","0","1","20","0","0","0"
"2016","13693","28","0","0","0","1","0","0","0"
"2016","16750","22","0","0","0","8","0","0","0"
"2014","6780","178","0","0","3","1","1","0","0"
"2016","12787","26","0","0","1","1","0","0","0"
"2016","16236","29","0","0","0","0","0","0","0"
"2015","12622","168","0","0","0","4","0","0","0"
"2016","14361","26","0","0","0","0","0","0","0"
"2015","12731","174","0","0","0","0","0","0","0"
"2016","13073","26","0","0","1","0","0","0","0"
"2015","13604","153","0","0","2","10","2","0","0"
"2014","11811","32","0","0","13","4","4","0","0"
"2015","10499","167","0","0","4","0","1","0","0"
"2016","15454","14","0","0","2","12","0","0","0"
"2015","10862","171","0","0","4","0","0","0","0"
"2014","11319","172","0","0","0","5","0","0","0"
"2014","7136","180","0","0","1","2","1","0","0"
"2014","6629","151","0","0","2","20","2","0","0"
"2013","3544","162","0","0","5","8","0","0","0"
"2016","12450","29","0","0","0","0","0","0","0"
"2015","10967","136","0","0","7","28","0","0","0"
"2015","14582","163","0","0","0","0","0","0","0"
"2015","13931","151","0","0","1","18","2","0","0"
"2013","7130","177","0","0","3","0","0","0","0"
"2015","11257","157","0","0","0","19","0","0","0"
