caaspp_2015_math_id,student_id,caaspp_2015_math_testGradeLevel,caaspp_2015_math_testTakenText,caaspp_2015_assessType,caaspp_2015_math_testDate,caaspp_2015_math_performanceLevel,caaspp_2015_math_performanceLevelText,caaspp_2015_math_scaleScore,caaspp_2015_math_errorbandMin,caaspp_2015_math_errorbandMax,caaspp_2015_math_cluster1Text,caaspp_2015_math_cluster1PerformanceLevel,caaspp_2015_math_cluster1PerformanceLevelText,caaspp_2015_math_cluster1ScaleScore,caaspp_2015_math_cluster1errorbandMin,caaspp_2015_math_cluster1errorbandMax,caaspp_2015_math_cluster2Text,caaspp_2015_math_cluster2PerformanceLevel,caaspp_2015_math_cluster2PerformanceLevelText,caaspp_2015_math_cluster2ScaleScore,caaspp_2015_math_cluster2errorbandMin,caaspp_2015_math_cluster2errorbandMax,caaspp_2015_math_cluster3Text,caaspp_2015_math_cluster3PerformanceLevel,caaspp_2015_math_cluster3PerformanceLevelText,caaspp_2015_math_cluster3ScaleScore,caaspp_2015_math_cluster3errorbandMin,caaspp_2015_math_cluster3errorbandMax,caaspp_2015_math_cluster4Text,caaspp_2015_math_cluster4PerformanceLevel,caaspp_2015_math_cluster4PerformanceLevelText,caaspp_2015_math_cluster4ScaleScore,caaspp_2015_math_cluster4errorbandMin,caaspp_2015_math_cluster4errorbandMax,caaspp_2015_assessYear,caaspp_2015_assessSubject,caaspp_2015_assessmentGuid,caaspp_2015_assessmentLocationID,caaspp_2015_assessmentLocation,caaspp_2015_assessmentLevel,caaspp_2015_math_accomASL,caaspp_2015_math_accomNoiseBuffer,caaspp_2015_math_accomPrintOnDemandItems,caaspp_2015_math_accomBraille,caaspp_2015_math_accomClosedCaptioning,caaspp_2015_math_accomTextToSpeech,caaspp_2015_math_accomAbacus,caaspp_2015_math_accomAlternateResponseOptions,caaspp_2015_math_accomCalc,caaspp_2015_math_accomMultiplicationTable,caaspp_2015_math_accomPrintOnDemand,caaspp_2015_math_accomReadAloud,caaspp_2015_math_accomScribe,caaspp_2015_math_accomSpeechToText,caaspp_2015_math_accomStreamLineMode
1581,3521,8,Grade 8 Math Summative (Final),Summative (Final),\N,2,Standard Nearly Met,2569,2543,2595,Concepts & Procedures,2,At/Near Standard,\N,\N,\N,Problem Solving & Modeling/Data,2,At/Near Standard,\N,\N,\N,Communicating Reasoning,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
2181,11484,8,Grade 8 Math Summative (Final),Summative (Final),\N,1,Standard Not Met,2497,2465,2529,Concepts & Procedures,1,Below Standard,\N,\N,\N,Problem Solving & Modeling/Data,1,Below Standard,\N,\N,\N,Communicating Reasoning,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
2335,14797,8,Grade 8 Math Summative (Final),Summative (Final),\N,1,Standard Not Met,2336,2284,2388,Concepts & Procedures,1,Below Standard,\N,\N,\N,Problem Solving & Modeling/Data,1,Below Standard,\N,\N,\N,Communicating Reasoning,1,Below Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
2262,3332,8,Grade 8 Math Summative (Final),Summative (Final),\N,2,Standard Nearly Met,2513,2481,2545,Concepts & Procedures,1,Below Standard,\N,\N,\N,Problem Solving & Modeling/Data,2,At/Near Standard,\N,\N,\N,Communicating Reasoning,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
1228,3506,8,Grade 8 Math Summative (Final),Summative (Final),\N,3,Standard Met,2633,2609,2657,Concepts & Procedures,2,At/Near Standard,\N,\N,\N,Problem Solving & Modeling/Data,2,At/Near Standard,\N,\N,\N,Communicating Reasoning,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
1232,3509,7,Grade 7 Math Summative (Final),Summative (Final),\N,3,Standard Met,2620,2600,2640,Concepts & Procedures,2,At/Near Standard,\N,\N,\N,Problem Solving & Modeling/Data,2,At/Near Standard,\N,\N,\N,Communicating Reasoning,3,Above Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
1406,10624,7,Grade 7 Math Summative (Final),Summative (Final),\N,3,Standard Met,2581,2559,2603,Concepts & Procedures,3,Above Standard,\N,\N,\N,Problem Solving & Modeling/Data,2,At/Near Standard,\N,\N,\N,Communicating Reasoning,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
2073,11705,7,Grade 7 Math Summative (Final),Summative (Final),\N,2,Standard Nearly Met,2517,2492,2542,Concepts & Procedures,2,At/Near Standard,\N,\N,\N,Problem Solving & Modeling/Data,1,Below Standard,\N,\N,\N,Communicating Reasoning,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
1513,13304,7,Grade 7 Math Summative (Final),Summative (Final),\N,1,Standard Not Met,2481,2449,2513,Concepts & Procedures,1,Below Standard,\N,\N,\N,Problem Solving & Modeling/Data,2,At/Near Standard,\N,\N,\N,Communicating Reasoning,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
1363,3288,8,Grade 8 Math Summative (Final),Summative (Final),\N,4,Standard Exceeded,2733,2712,2754,Concepts & Procedures,3,Above Standard,\N,\N,\N,Problem Solving & Modeling/Data,3,Above Standard,\N,\N,\N,Communicating Reasoning,3,Above Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
674,12033,7,Grade 7 Math Summative (Final),Summative (Final),\N,2,Standard Nearly Met,2494,2465,2523,Concepts & Procedures,2,At/Near Standard,\N,\N,\N,Problem Solving & Modeling/Data,1,Below Standard,\N,\N,\N,Communicating Reasoning,1,Below Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
2155,3931,8,Grade 8 Math Summative (Final),Summative (Final),\N,2,Standard Nearly Met,2550,2521,2579,Concepts & Procedures,2,At/Near Standard,\N,\N,\N,Problem Solving & Modeling/Data,1,Below Standard,\N,\N,\N,Communicating Reasoning,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
1828,11950,7,Grade 7 Math Summative (Final),Summative (Final),\N,4,Standard Exceeded,2733,2713,2753,Concepts & Procedures,3,Above Standard,\N,\N,\N,Problem Solving & Modeling/Data,3,Above Standard,\N,\N,\N,Communicating Reasoning,3,Above Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
1967,13724,5,Grade 5 Math Summative (Final),Summative (Final),\N,2,Standard Nearly Met,2496,2476,2516,Concepts & Procedures,2,At/Near Standard,\N,\N,\N,Problem Solving & Modeling/Data,2,At/Near Standard,\N,\N,\N,Communicating Reasoning,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
1490,3526,8,Grade 8 Math Summative (Final),Summative (Final),\N,4,Standard Exceeded,2654,2631,2677,Concepts & Procedures,3,Above Standard,\N,\N,\N,Problem Solving & Modeling/Data,2,At/Near Standard,\N,\N,\N,Communicating Reasoning,3,Above Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
1380,3410,8,Grade 8 Math Summative (Final),Summative (Final),\N,4,Standard Exceeded,2676,2654,2698,Concepts & Procedures,3,Above Standard,\N,\N,\N,Problem Solving & Modeling/Data,2,At/Near Standard,\N,\N,\N,Communicating Reasoning,3,Above Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
1195,3500,8,Grade 8 Math Summative (Final),Summative (Final),\N,4,Standard Exceeded,2734,2712,2756,Concepts & Procedures,3,Above Standard,\N,\N,\N,Problem Solving & Modeling/Data,3,Above Standard,\N,\N,\N,Communicating Reasoning,3,Above Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
716,11955,7,Grade 7 Math Summative (Final),Summative (Final),\N,1,Standard Not Met,2471,2443,2499,Concepts & Procedures,2,At/Near Standard,\N,\N,\N,Problem Solving & Modeling/Data,1,Below Standard,\N,\N,\N,Communicating Reasoning,1,Below Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
1904,11869,7,Grade 7 Math Summative (Final),Summative (Final),\N,1,Standard Not Met,2435,2398,2472,Concepts & Procedures,1,Below Standard,\N,\N,\N,Problem Solving & Modeling/Data,2,At/Near Standard,\N,\N,\N,Communicating Reasoning,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
1586,10875,5,Grade 5 Math Summative (Final),Summative (Final),\N,2,Standard Nearly Met,2487,2464,2510,Concepts & Procedures,2,At/Near Standard,\N,\N,\N,Problem Solving & Modeling/Data,1,Below Standard,\N,\N,\N,Communicating Reasoning,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
106,7016,4,Grade 4 Math Summative (Final),Summative (Final),\N,2,Standard Nearly Met,2443,2426,2460,Concepts & Procedures,2,At/Near Standard,\N,\N,\N,Problem Solving & Modeling/Data,1,Below Standard,\N,\N,\N,Communicating Reasoning,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
1453,10652,7,Grade 7 Math Summative (Final),Summative (Final),\N,2,Standard Nearly Met,2540,2514,2566,Concepts & Procedures,1,Below Standard,\N,\N,\N,Problem Solving & Modeling/Data,2,At/Near Standard,\N,\N,\N,Communicating Reasoning,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
847,13023,7,Grade 7 Math Summative (Final),Summative (Final),\N,1,Standard Not Met,2452,2421,2483,Concepts & Procedures,1,Below Standard,\N,\N,\N,Problem Solving & Modeling/Data,1,Below Standard,\N,\N,\N,Communicating Reasoning,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
821,14637,7,Grade 7 Math Summative (Final),Summative (Final),\N,3,Standard Met,2621,2601,2641,Concepts & Procedures,3,Above Standard,\N,\N,\N,Problem Solving & Modeling/Data,2,At/Near Standard,\N,\N,\N,Communicating Reasoning,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
741,11858,6,Grade 6 Math Summative (Final),Summative (Final),\N,1,Standard Not Met,2380,2347,2413,Concepts & Procedures,1,Below Standard,\N,\N,\N,Problem Solving & Modeling/Data,1,Below Standard,\N,\N,\N,Communicating Reasoning,1,Below Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
894,14544,7,Grade 7 Math Summative (Final),Summative (Final),\N,3,Standard Met,2604,2585,2623,Concepts & Procedures,2,At/Near Standard,\N,\N,\N,Problem Solving & Modeling/Data,2,At/Near Standard,\N,\N,\N,Communicating Reasoning,3,Above Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
682,11655,7,Grade 7 Math Summative (Final),Summative (Final),\N,1,Standard Not Met,2478,2449,2507,Concepts & Procedures,1,Below Standard,\N,\N,\N,Problem Solving & Modeling/Data,2,At/Near Standard,\N,\N,\N,Communicating Reasoning,1,Below Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
862,12678,6,Grade 6 Math Summative (Final),Summative (Final),\N,2,Standard Nearly Met,2510,2486,2534,Concepts & Procedures,2,At/Near Standard,\N,\N,\N,Problem Solving & Modeling/Data,2,At/Near Standard,\N,\N,\N,Communicating Reasoning,1,Below Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
753,14486,6,Grade 6 Math Summative (Final),Summative (Final),\N,1,Standard Not Met,2342,2307,2377,Concepts & Procedures,1,Below Standard,\N,\N,\N,Problem Solving & Modeling/Data,1,Below Standard,\N,\N,\N,Communicating Reasoning,1,Below Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
2267,11887,7,Grade 7 Math Summative (Final),Summative (Final),\N,2,Standard Nearly Met,2512,2485,2539,Concepts & Procedures,2,At/Near Standard,\N,\N,\N,Problem Solving & Modeling/Data,1,Below Standard,\N,\N,\N,Communicating Reasoning,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
1639,12011,7,Grade 7 Math Summative (Final),Summative (Final),\N,1,Standard Not Met,2359,2310,2408,Concepts & Procedures,1,Below Standard,\N,\N,\N,Problem Solving & Modeling/Data,1,Below Standard,\N,\N,\N,Communicating Reasoning,1,Below Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
1342,6343,6,Grade 6 Math Summative (Final),Summative (Final),\N,3,Standard Met,2576,2556,2596,Concepts & Procedures,3,Above Standard,\N,\N,\N,Problem Solving & Modeling/Data,2,At/Near Standard,\N,\N,\N,Communicating Reasoning,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
1160,10608,7,Grade 7 Math Summative (Final),Summative (Final),\N,4,Standard Exceeded,2733,2713,2753,Concepts & Procedures,3,Above Standard,\N,\N,\N,Problem Solving & Modeling/Data,3,Above Standard,\N,\N,\N,Communicating Reasoning,3,Above Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
1390,10570,7,Grade 7 Math Summative (Final),Summative (Final),\N,3,Standard Met,2604,2584,2624,Concepts & Procedures,2,At/Near Standard,\N,\N,\N,Problem Solving & Modeling/Data,2,At/Near Standard,\N,\N,\N,Communicating Reasoning,3,Above Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
1221,11047,7,Grade 7 Math Summative (Final),Summative (Final),\N,4,Standard Exceeded,2673,2652,2694,Concepts & Procedures,3,Above Standard,\N,\N,\N,Problem Solving & Modeling/Data,3,Above Standard,\N,\N,\N,Communicating Reasoning,3,Above Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
1764,12891,7,Grade 7 Math Summative (Final),Summative (Final),\N,2,Standard Nearly Met,2517,2491,2543,Concepts & Procedures,2,At/Near Standard,\N,\N,\N,Problem Solving & Modeling/Data,2,At/Near Standard,\N,\N,\N,Communicating Reasoning,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
2328,12804,6,Grade 6 Math Summative (Final),Summative (Final),\N,2,Standard Nearly Met,2546,2525,2567,Concepts & Procedures,2,At/Near Standard,\N,\N,\N,Problem Solving & Modeling/Data,2,At/Near Standard,\N,\N,\N,Communicating Reasoning,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
1643,12028,7,Grade 7 Math Summative (Final),Summative (Final),\N,2,Standard Nearly Met,2565,2543,2587,Concepts & Procedures,2,At/Near Standard,\N,\N,\N,Problem Solving & Modeling/Data,2,At/Near Standard,\N,\N,\N,Communicating Reasoning,3,Above Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
605,7171,3,Grade 3 Math Summative (Final),Summative (Final),\N,2,Standard Nearly Met,2429,2411,2447,Concepts & Procedures,2,At/Near Standard,\N,\N,\N,Problem Solving & Modeling/Data,1,Below Standard,\N,\N,\N,Communicating Reasoning,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
1599,12509,6,Grade 6 Math Summative (Final),Summative (Final),\N,3,Standard Met,2596,2577,2615,Concepts & Procedures,2,At/Near Standard,\N,\N,\N,Problem Solving & Modeling/Data,3,Above Standard,\N,\N,\N,Communicating Reasoning,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
1231,11320,7,Grade 7 Math Summative (Final),Summative (Final),\N,2,Standard Nearly Met,2559,2535,2583,Concepts & Procedures,2,At/Near Standard,\N,\N,\N,Problem Solving & Modeling/Data,2,At/Near Standard,\N,\N,\N,Communicating Reasoning,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
918,14984,6,Grade 6 Math Summative (Final),Summative (Final),\N,1,Standard Not Met,2325,2288,2362,Concepts & Procedures,1,Below Standard,\N,\N,\N,Problem Solving & Modeling/Data,1,Below Standard,\N,\N,\N,Communicating Reasoning,1,Below Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
875,12739,7,Grade 7 Math Summative (Final),Summative (Final),\N,2,Standard Nearly Met,2518,2492,2544,Concepts & Procedures,2,At/Near Standard,\N,\N,\N,Problem Solving & Modeling/Data,1,Below Standard,\N,\N,\N,Communicating Reasoning,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
2247,12760,6,Grade 6 Math Summative (Final),Summative (Final),\N,2,Standard Nearly Met,2516,2494,2538,Concepts & Procedures,2,At/Near Standard,\N,\N,\N,Problem Solving & Modeling/Data,2,At/Near Standard,\N,\N,\N,Communicating Reasoning,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
1196,11403,6,Grade 6 Math Summative (Final),Summative (Final),\N,2,Standard Nearly Met,2484,2460,2508,Concepts & Procedures,1,Below Standard,\N,\N,\N,Problem Solving & Modeling/Data,2,At/Near Standard,\N,\N,\N,Communicating Reasoning,1,Below Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
781,12705,6,Grade 6 Math Summative (Final),Summative (Final),\N,1,Standard Not Met,2369,2336,2402,Concepts & Procedures,1,Below Standard,\N,\N,\N,Problem Solving & Modeling/Data,1,Below Standard,\N,\N,\N,Communicating Reasoning,1,Below Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
2097,13578,7,Grade 7 Math Summative (Final),Summative (Final),\N,4,Standard Exceeded,2635,2615,2655,Concepts & Procedures,3,Above Standard,\N,\N,\N,Problem Solving & Modeling/Data,3,Above Standard,\N,\N,\N,Communicating Reasoning,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
1482,12520,6,Grade 6 Math Summative (Final),Summative (Final),\N,3,Standard Met,2571,2550,2592,Concepts & Procedures,2,At/Near Standard,\N,\N,\N,Problem Solving & Modeling/Data,2,At/Near Standard,\N,\N,\N,Communicating Reasoning,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
2364,13490,7,Grade 7 Math Summative (Final),Summative (Final),\N,1,Standard Not Met,2458,2425,2491,Concepts & Procedures,1,Below Standard,\N,\N,\N,Problem Solving & Modeling/Data,1,Below Standard,\N,\N,\N,Communicating Reasoning,1,Below Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
1547,14940,6,Grade 6 Math Summative (Final),Summative (Final),\N,3,Standard Met,2584,2564,2604,Concepts & Procedures,3,Above Standard,\N,\N,\N,Problem Solving & Modeling/Data,2,At/Near Standard,\N,\N,\N,Communicating Reasoning,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
1617,6567,5,Grade 5 Math Summative (Final),Summative (Final),\N,2,Standard Nearly Met,2506,2486,2526,Concepts & Procedures,1,Below Standard,\N,\N,\N,Problem Solving & Modeling/Data,2,At/Near Standard,\N,\N,\N,Communicating Reasoning,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
2219,13559,6,Grade 6 Math Summative (Final),Summative (Final),\N,2,Standard Nearly Met,2493,2470,2516,Concepts & Procedures,1,Below Standard,\N,\N,\N,Problem Solving & Modeling/Data,2,At/Near Standard,\N,\N,\N,Communicating Reasoning,1,Below Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
823,13410,6,Grade 6 Math Summative (Final),Summative (Final),\N,1,Standard Not Met,2411,2380,2442,Concepts & Procedures,1,Below Standard,\N,\N,\N,Problem Solving & Modeling/Data,1,Below Standard,\N,\N,\N,Communicating Reasoning,1,Below Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
1866,11849,7,Grade 7 Math Summative (Final),Summative (Final),\N,1,Standard Not Met,2360,2312,2408,Concepts & Procedures,1,Below Standard,\N,\N,\N,Problem Solving & Modeling/Data,2,At/Near Standard,\N,\N,\N,Communicating Reasoning,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
1793,14986,7,Grade 7 Math Summative (Final),Summative (Final),\N,3,Standard Met,2573,2552,2594,Concepts & Procedures,2,At/Near Standard,\N,\N,\N,Problem Solving & Modeling/Data,2,At/Near Standard,\N,\N,\N,Communicating Reasoning,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
987,6427,6,Grade 6 Math Summative (Final),Summative (Final),\N,3,Standard Met,2594,2573,2615,Concepts & Procedures,3,Above Standard,\N,\N,\N,Problem Solving & Modeling/Data,2,At/Near Standard,\N,\N,\N,Communicating Reasoning,3,Above Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
1203,6410,6,Grade 6 Math Summative (Final),Summative (Final),\N,2,Standard Nearly Met,2541,2518,2564,Concepts & Procedures,2,At/Near Standard,\N,\N,\N,Problem Solving & Modeling/Data,1,Below Standard,\N,\N,\N,Communicating Reasoning,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
985,12848,6,Grade 6 Math Summative (Final),Summative (Final),\N,2,Standard Nearly Met,2548,2527,2569,Concepts & Procedures,2,At/Near Standard,\N,\N,\N,Problem Solving & Modeling/Data,1,Below Standard,\N,\N,\N,Communicating Reasoning,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
